subject	world	square_path	chosen_node_path	chosen_value	expected_tau 
S653044	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(5,1);p(6,1);	N497,N8736,N2034,N9308,N442,N5750	8.963	4.105
S661572	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);	N497,N8736,N2034,N9308,N442,N5284,N1410,N2241	11.926	1.381
S666066	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);	N497,N8736,N2034,N9308,N442,N5284,N1410,N2241	11.926	1.381
S673562	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);	N497,N8736,N2034,N9308,N442,N5284,N1410,N2241	11.926	1.381
S680947	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(5,1);p(6,1);	N497,N8736,N2034,N9308,N442,N5750	8.963	4.105
S699104	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);p(4,3);p(5,3);p(5,2);p(5,1);p(6,1);	N497,N8736,N2034,N2126,N5880	6.778	3.99
S701323	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);	N497,N8736,N2034,N9308,N442,N5284,N1410,N2241	11.926	1.381
S702215	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);	N497,N8736,N2034,N2126,N5880	5.593	1.571
S717976	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);	N497,N8736,N2034,N9308,N442,N5750	8.963	4.105
S722906	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);	N497,N8736,N2034,N2126,N5880	5.593	1.571
S723916	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(5,2);p(5,1);p(6,1);	N497,N8736,N2034,N9308,N442,N5284,N1410,N2241	11.926	1.381
S727474	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(5,2);p(5,1);p(6,1);	N497,N8736,N2034,N9308,N442,N5284,N1410,N2241	11.926	1.381
S737098	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(5,1);p(6,1);	N497,N8736,N2034,N2126,N5880	5.593	1.571
S738760	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);	N497,N8736,N2034,N9308,N442,N5750	8.963	4.105
S748157	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);	N497,N8736,N2034,N2126,N5880	5.593	1.571
S74893	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(5,1);p(6,1);	N497,N8736,N2034,N2126,N5880	5.593	1.571
S75262	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(5,1);p(6,1);	N497,N8736,N2034,N2126,N5880	5.593	1.571
S76694	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(5,2);p(5,1);p(6,1);	N497,N8736,N2034,N2126,N9981,N1599,N745	8.111	0.146
S767416	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);	N497,N8736,N2034,N9308,N442,N5750	8.963	4.105
S769114	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);	N497,N8736,N2034,N2126,N9981,N1599,N745	8.111	0.146
S771420	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(5,1);p(6,1);	N497,N8736,N2034,N2126,N5880	5.593	1.571
S773407	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);	N497,N8736,N2034,N9308,N442,N5284,N1410,N2241	11.926	1.381
S776069	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);	N497,N8736,N2034,N2126,N5880	5.593	1.571
S781012	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);	N497,N8736,N2034,N2126,N5880	5.593	1.571
S78642	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(5,1);p(6,1);	N497,N8736,N2034,N2126,N5880	5.593	1.571
S795207	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);	N497,N8736,N2034,N9308,N442,N5750	8.963	4.105
S818256	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);	N497,N8736,N2034,N9308,N442,N5750	8.963	4.105
S826168	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);	N497,N8736,N2034,N2126,N5880	5.593	1.571
S852951	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);	N497,N8736,N2034,N2126,N9981,N1599,N745	8.111	0.146
S854503	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);	N497,N8736,N2034,N2126,N5880	5.593	1.571
S858712	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);	N497,N8736,N2034,N2126,N9981,N1599,N745	8.111	0.146
S882638	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);	N497,N8736,N2034,N9308,N442,N5750	8.963	4.105
S890803	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(5,2);p(5,1);p(6,1);	N497,N8736,N2034,N9308,N442,N5284,N1410,N2241	11.926	1.381
S896860	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);	N497,N8736,N2034,N2126,N9981,N1599,N745	9.741	0.195
S898785	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);	N497,N8736,N2034,N9308,N442,N5750	8.963	4.105
S913185	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(5,1);p(6,1);	N497,N8736,N2034,N9308,N442,N5750	8.963	4.105
S926415	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);	N497,N8736,N2034,N9308,N442,N5750	8.963	4.105
S932984	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);	N497,N8736,N2034,N2126,N5880	5.593	1.571
S934665	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(5,1);p(6,1);	N497,N8736,N2034,N2126,N5880	5.593	1.571
S94248	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(5,1);p(6,1);	N497,N8736,N2034,N9308,N442,N5750	8.963	4.105
S952115	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(5,4);p(5,3);p(5,2);p(5,1);p(6,1);	N497,N8736,N2034,N2126,N9981,N3016	7.037	2.42
S97579	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);	N497,N8736,N2034,N9308,N442,N5284,N1410,N2241	11.926	1.381
S976844	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(5,2);p(5,1);p(6,1);	N497,N8736,N2034,N2126,N9981,N1599,N745	8.111	0.146
S981207	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);	N497,N8736,N2034,N9308,N442,N5750	8.963	4.105
S983016	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(5,1);p(6,1);	N497,N8736,N2034,N2126,N5880	5.593	1.571
S983809	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(5,4);p(5,3);p(5,2);p(5,1);p(6,1);	N497,N8736,N2034,N2126,N9981,N3016	7.037	2.42
S989739	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);	N497,N8736,N2034,N2126,N5880	5.593	1.571
S990120	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);	N497,N8736,N2034,N9308,N442,N5284,N1410,N2241	11.926	1.381
S994778	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);	N497,N8736,N2034,N9308,N442,N5284,N1410,N2241	11.926	1.381
S11135	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N6884	5.12	3.323
S123177	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N6884	5.12	3.323
S14208	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N6884	5.12	3.323
S156147	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N1396,N29,N1792,N5642,N310	12.76	0.138
S16432	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N6884	5.12	3.323
S164546	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N6884	5.12	3.323
S166242	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N6884	5.12	3.323
S180888	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N6884	5.12	3.323
S191334	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(6,2);p(5,2);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N1396,N29,N4956,N5276	11.04	6.257
S20545	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N6884	5.12	3.323
S224593	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N6884	5.12	3.323
S235282	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N6884	5.12	3.323
S247056	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N6884	5.12	3.323
S250296	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N1396,N29,N9623	8.52	4.59
S256137	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N6884	5.12	3.323
S265716	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(6,2);p(5,2);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N1396,N29,N4956,N5276	11.04	6.257
S269331	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N6884	5.12	3.323
S279506	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N6884	5.12	3.323
S29058	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N1396,N6793	7.2	5.115
S293561	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N6884	5.12	3.323
S294201	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N6884	5.12	3.323
S294423	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(6,2);p(5,2);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N1396,N29,N4956,N5276	11.04	6.257
S299579	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N6884	5.12	3.323
S319548	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(0,3);p(0,2);	N7963,N4804,N7264,N6884	5.12	3.323
S334404	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N6884	5.12	3.323
S336295	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N6884	5.12	3.323
S337973	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N6884	5.12	3.323
S34222	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N6884	5.12	3.323
S342386	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N1396,N29,N1792,N5642,N310	12.76	0.138
S34564	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N6884	5.12	3.323
S357773	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N1396,N6793	7.2	5.115
S365730	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N6884	5.12	3.323
S368470	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(5,3);p(5,4);p(5,5);p(5,4);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N1396,N29,N1792,N9460	10.56	4.796
S381257	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N6884	5.12	3.323
S398678	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N6884	5.12	3.323
S409816	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N1396,N29,N1792,N5642,N310	12.76	0.138
S413158	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N6884	5.12	3.323
S414838	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N6884	5.12	3.323
S415189	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N6884	5.12	3.323
S419107	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N6884	5.12	3.323
S421809	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N6884	5.12	3.323
S42633	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N6884	5.12	3.323
S482085	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N6884	5.12	3.323
S490917	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N6884	5.12	3.323
S49292	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N6884	5.12	3.323
S505076	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N6884	5.12	3.323
S524015	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N6884	5.12	3.323
S528885	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N6884	5.12	3.323
S531684	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N6884	5.12	3.323
S553913	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N6884	5.12	3.323
S559226	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(4,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N6884	6.96	6.394
S582832	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N6884	5.12	3.323
S599357	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N6884	5.12	3.323
S600877	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N6884	5.12	3.323
S607333	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N6884	5.12	3.323
S622759	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(0,3);p(0,2);	N7963,N4804,N7264,N6884	5.12	3.323
S625801	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N6884	5.12	3.323
S649302	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N6884	5.12	3.323
S653044	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N6884	5.12	3.323
S661572	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N6884	5.12	3.323
S666066	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N6884	5.12	3.323
S673562	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N6884	5.12	3.323
S680947	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N6884	5.12	3.323
S699104	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(4,0);p(5,0);p(4,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(0,3);p(1,3);	N7963,N4804,N7264,N6884	6.88	6.279
S701323	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N6884	5.12	3.323
S702215	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N6884	5.12	3.323
S717976	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N6884	5.12	3.323
S723916	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(0,3);p(0,2);	N7963,N4804,N7264,N6884	5.12	3.323
S727474	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N6884	5.12	3.323
S737098	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	N7963,N4804,N7264,N6884	5.12	3.323
